,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Education_type,Target,Income_type_Commercial associate,Income_type_Pensioner,Income_type_State servant,Income_type_Working,Family_status_Civil marriage,Family_status_Married,Family_status_Separated,Family_status_Single / not married,Family_status_Widow,Housing_type_House / apartment,Housing_type_Municipal apartment,Housing_type_With parents,Occupation_type_Accountants,Occupation_type_Core staff,Occupation_type_Drivers,Occupation_type_High skill tech staff,Occupation_type_Laborers,Occupation_type_Managers
2995,1,0,0,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.6769942713400872,0.667576729069551,-0.22487289602476487,0.0600084565732063,0.6461430201911788,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2759,0,1,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,0.8247598207539593,-0.6923207088893222,-0.5861536093798952,-0.1299466514980639,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
460,0,0,0,0,0,1,0,-0.5998634230400659,-0.18978993929664428,1.5456017849591015,0.21427758308325995,0.772299555308756,1.1958536596084608,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
238,1,1,1,1,1,1,0,2.3914431893358974,2.1486244269865025,0.6445493297026738,0.4409271560764055,0.5615132199418447,0.950207167579932,0.6461430201911788,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
212,0,0,1,0,0,1,0,-0.5998634230400659,-0.18978993929664428,0.7046194933864356,-0.9189702818824678,0.5845937348758754,0.41099369035034894,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1127,1,1,1,1,1,0,0,0.8957898831479156,0.979417243844929,-1.0974854171264201,-0.012371989909885592,-0.9064546329541953,-0.7084462988060233,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
699,0,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,1.3053211302240542,0.4409271560764055,0.6773868255290182,4.267514100351843,-0.8744975283571561,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
174,0,0,0,0,0,0,0,-0.5998634230400659,-1.3589971224382176,0.6445493297026738,-1.009630111079726,0.45694435636317665,-0.25859806560087883,0.6461430201911788,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4749,0,0,0,0,1,0,0,-0.5998634230400659,-1.3589971224382176,-1.3978362355452294,0.12361775388600173,0.43197971776106187,-0.8064458659246104,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4740,0,0,0,0,0,0,0,0.8957898831479156,0.979417243844929,-0.316573289237516,-0.012371989909885592,0.4562378099876445,1.8214103677795308,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.1363627981862304,-1.0549600256783551,-0.3765448513055364,0.5051078120765692,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9446,0,1,1,0,0,0,0,0.8957898831479156,-0.18978993929664428,-1.4579063992289913,-0.012371989909885592,0.6703213617737029,1.688873508284349,-1.6348178026313236,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6172,1,1,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.4042686749676263,-0.46567113589617665,-1.186011482206177,0.0030219241518252104,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6408,0,1,0,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.9773450897588964,0.4409271560764055,0.15477802309418554,1.4609273785988246,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8230,1,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.6769942713400872,1.3475254480489876,-0.003959395941901743,0.1502371329070597,-0.8744975283571561,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5524,0,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.8572047623913727,-0.19369164830440203,0.6790354337385917,0.30608666475644275,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6013,1,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.8572047623913727,-0.012371989909885592,-0.9417819517307728,1.190241349597264,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5852,0,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.6381168902802767,-0.46567113589617665,-0.8746600460552758,-0.5180594745800456,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6938,0,0,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.517976562912753,-0.012371989909885592,-0.9344809725169466,-0.8025604205322435,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6492,0,0,0,1,0,0,0,2.3914431893358974,2.1486244269865025,-0.016222470818706692,-0.9960311367001372,-0.9038639629105797,0.8694762466496418,-0.8744975283571561,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1447,0,1,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.8848299844377212,0.4409271560764055,-1.0910987524264393,-0.14807872999577615,-1.6348178026313236,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3020,0,1,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.6056719486428634,0.21427758308325995,0.6309902802024462,-0.3863860473942788,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8075,0,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.8247598207539593,-1.0549600256783551,-0.6756494836138909,1.3689718376461415,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4044,0,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,0.7046194933864356,-0.4203412212975476,1.0650452702373263,1.5705832818945118,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1077,0,1,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,1.6657421123266254,5.427217761925607,1.7207203067305998,-0.8267365251958597,-1.6348178026313236,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
979,0,0,1,0,1,0,0,-0.5998634230400659,-1.3589971224382176,-0.49678378028880155,0.4409271560764055,0.8994779029044337,3.444231393324769,-1.6348178026313236,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9156,1,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.6769942713400872,-0.23902156290303114,-1.6589265228952912,-0.793926097438095,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6219,0,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.8572047623913727,-0.46567113589617665,0.09495709663251414,2.2889589633276795,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2549,1,0,0,0,1,0,0,-0.5998634230400659,-1.3589971224382176,0.944900148121483,0.4409271560764055,-1.5557707520676856,-0.672182141810599,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2913,1,1,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.016222470818706692,-0.012371989909885592,1.7791281404412083,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7920,0,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.5844791660189119,0.25960749768188907,1.5087563940711366,0.6203760253834536,-1.6348178026313236,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7754,0,0,1,0,0,0,0,0.8957898831479156,-0.18978993929664428,-0.4367136166050397,-0.23902156290303114,-0.6195968044883882,0.5133104190160104,-0.11417725408298866,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3884,1,1,1,0,0,0,1,-0.5998634230400659,-1.3589971224382176,-0.9773450897588964,0.4409271560764055,1.1062604754766665,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9647,1,1,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.8848299844377212,0.21427758308325995,-0.5350467548831132,-0.29140849335864366,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8687,0,0,0,0,0,0,1,-0.5998634230400659,-0.18978993929664428,1.5456017849591015,2.707422886007861,1.43715969468394,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8306,0,1,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.2565031255537541,4.973918615939316,1.3493124286595177,-0.8932208130208044,-1.6348178026313236,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8547,0,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,1.2452509665402922,-0.012371989909885592,-1.3080084897146236,0.08418456123682248,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
926,1,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.6769942713400872,-0.012371989909885592,0.9875606843873664,0.22449231151673804,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1068,0,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-1.3377660718614675,0.21427758308325995,-0.43542371593316453,0.0012950595329955527,-1.6348178026313236,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7277,1,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.5568539439725634,0.3049374122805182,-1.572492349621932,-0.10274853375149566,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6426,0,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-1.517976562912753,-0.9189702818824678,-1.0802650413349557,0.23830722846737587,-1.6348178026313236,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5106,0,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.8247598207539593,0.25960749768188907,-0.3065967601279145,1.2929897944176332,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6559,1,1,0,0,0,1,0,-0.5998634230400659,-1.3589971224382176,0.04384769286505517,-0.46567113589617665,-1.6386721934633868,-0.6031075570574098,-0.8744975283571561,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8379,1,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,0.46433883865138814,0.4409271560764055,1.2145975863915033,4.237293969522321,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4692,1,0,1,0,0,0,0,0.8957898831479156,-0.18978993929664428,1.785882439694149,-0.46567113589617665,-0.39632814982042003,-0.30651855877340384,0.6461430201911788,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4668,0,0,0,0,0,1,0,-0.5998634230400659,-1.3589971224382176,-1.3978362355452294,-0.012371989909885592,-0.27668629689707785,-0.41185730052201724,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6070,1,0,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,1.1851808028565305,-0.23902156290303114,1.2861942857786999,-0.09281906219322471,-2.395138076905491,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3954,1,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,1.3053211302240542,-1.0912239573572584,1.750159739044415,-0.8932208130208044,-0.11417725408298866,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
716,0,0,1,1,1,0,0,2.3914431893358974,2.1486244269865025,-0.07629263450246855,-0.6923207088893222,-0.6874252565394162,1.0607265031850341,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1918,0,0,1,1,0,0,0,2.3914431893358974,2.1486244269865025,1.5456017849591015,-1.0549600256783551,-1.021150661248816,-0.18866004853827478,0.6461430201911788,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9097,0,0,1,0,0,0,0,0.8957898831479156,0.979417243844929,-1.4579063992289913,-0.1483617337057729,-0.2865779461545197,2.5026584599078587,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2748,0,0,0,1,1,0,0,0.8957898831479156,-0.18978993929664428,1.3053211302240542,-0.6923207088893222,-1.4026857040358507,0.21197254303022248,0.6461430201911788,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3237,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.2565031255537541,-0.6923207088893222,1.5608053104019601,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8699,0,0,0,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.0974854171264201,1.3475254480489876,-0.2698563486002738,-0.4520069029098085,-1.6348178026313236,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
7910,0,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.016222470818706692,-0.46567113589617665,-0.579794692000111,-0.8522077783235983,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6997,1,0,0,1,0,0,0,2.3914431893358974,2.1486244269865025,0.4042686749676263,-0.6923207088893222,-0.38007758318319457,-0.3686856850512741,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2879,1,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,0.16398802023257888,-0.8283104526852095,0.46165466553338674,0.8707713951137643,0.6461430201911788,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9143,0,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.016222470818706692,-1.009630111079726,0.9560016129469568,2.3847999496727295,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4108,0,1,1,0,0,0,0,0.8957898831479156,0.979417243844929,-1.3978362355452294,1.7101647648380205,-0.6377314947936977,0.16448376601240505,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
955,0,0,1,0,0,0,1,0.8957898831479156,0.979417243844929,0.46433883865138814,-1.1682848121749279,1.4310362927626668,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5602,0,0,1,1,1,1,0,-0.5998634230400659,-0.18978993929664428,-1.0374152534426582,-0.23902156290303114,-0.5187961882458877,0.8465952904501477,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7438,0,0,0,1,0,0,0,2.3914431893358974,2.1486244269865025,0.10391785654881702,-0.012371989909885592,-1.1341980813338637,0.3604829002495792,0.6461430201911788,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
640,0,0,1,1,1,0,0,0.8957898831479156,0.979417243844929,-0.6769942713400872,-0.6923207088893222,-1.7401793560814192,-0.4593460775398348,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4628,1,1,0,0,0,0,0,0.8957898831479156,0.979417243844929,-0.4367136166050397,0.4862570706750346,1.336123562982929,0.9812907307188669,0.6461430201911788,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8908,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.785882439694149,2.888742544402377,-0.26020021480134126,0.4524384412022624,0.6461430201911788,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6570,0,1,0,1,0,0,0,0.8957898831479156,0.979417243844929,0.3441985112838645,-1.009630111079726,-0.21898500956200223,-0.023744477440035605,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5154,0,0,1,0,0,1,0,-0.5998634230400659,-1.3589971224382176,-1.0374152534426582,-0.1483617337057729,-1.4959498256060146,-0.6290105263398557,0.6461430201911788,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
934,1,1,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.10391785654881702,0.21427758308325995,-0.6221874745320037,-0.03799111054538084,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
697,1,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,0.7646896570701974,-0.46567113589617665,0.7237833708555889,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
232,0,1,1,0,0,0,0,0.8957898831479156,0.979417243844929,-0.316573289237516,-0.23902156290303114,-0.8223756142659419,1.5943276704034208,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5696,0,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.19643296186999226,-0.46567113589617665,-0.5122017554075935,0.3047915162923205,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
542,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,-0.46567113589617665,-1.5753185351240582,-0.5253986492100721,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3609,1,1,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,0.03295792468874351,0.4760211085025282,-0.3686856850512741,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2225,1,1,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,1.2452509665402922,0.4409271560764055,-0.6994365449234525,-0.2154264501301356,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7641,1,1,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.8247598207539593,1.5741750210421332,0.6627848671013662,-0.3734345627530557,0.6461430201911788,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4279,0,0,1,1,0,0,0,0.8957898831479156,0.979417243844929,-1.4579063992289913,-1.1002899402769841,-1.8694773428036917,-0.7252832288396133,0.6461430201911788,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
7877,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.3053211302240542,-0.012371989909885592,-0.928122055137163,0.3311262017294739,-1.6348178026313236,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3651,0,0,0,0,0,0,0,0.8957898831479156,0.979417243844929,0.4042686749676263,0.4409271560764055,-0.8701852523435762,0.4861123012694421,0.6461430201911788,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1692,0,1,1,0,0,0,0,0.8957898831479156,0.979417243844929,0.3441985112838645,0.8488963874640675,-1.1761198329487355,0.19211359991368057,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2075,0,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.785882439694149,-0.9189702818824678,0.4336283259706354,0.042308094230201605,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8884,1,0,0,1,0,0,0,-0.5998634230400659,-0.18978993929664428,-0.737064435023849,1.3475254480489876,-1.2086209662231864,-0.46107294215866457,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5961,0,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.157555580810182,2.2541237400215697,0.5947208995918277,0.809467701145309,-0.8744975283571561,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4185,1,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,1.3053211302240542,0.8942263020626966,0.03490065471233407,-0.5046762737841152,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7008,1,1,0,1,0,0,0,-0.5998634230400659,-1.3589971224382176,1.1251106391727685,1.8008245940352787,-0.18577732991201854,-0.00043180508583424493,0.6461430201911788,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8471,1,0,1,0,0,1,0,-0.5998634230400659,-1.3589971224382176,-0.5568539439725634,-0.23902156290303114,-1.4250596725943496,-0.7555033596691334,-1.6348178026313236,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6146,1,1,1,1,0,1,0,-0.5998634230400659,-0.18978993929664428,1.4855316212753398,2.2541237400215697,-1.005371125528611,-0.10318024990620307,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3729,1,0,1,0,0,0,0,0.8957898831479156,0.979417243844929,1.8459526033779108,0.21427758308325995,0.045263334886795084,-0.46020950984924974,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8118,0,0,1,0,0,1,0,-0.5998634230400659,-0.18978993929664428,0.7646896570701974,-0.46567113589617665,-1.1977872551317026,-0.1942723585494713,-0.8744975283571561,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8490,0,0,1,1,1,0,0,2.3914431893358974,0.979417243844929,-1.157555580810182,-0.9189702818824678,-0.564957218113948,1.1354133979494203,0.6461430201911788,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5198,0,1,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,-0.49678378028880155,0.4409271560764055,1.0061664056096975,0.19945277454370688,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
8207,0,0,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,1.7258122760103871,1.8008245940352787,1.4458737666488286,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1176,0,0,0,0,1,0,0,-0.5998634230400659,-0.18978993929664428,0.22405818391634075,-0.6923207088893222,-1.5494118346879016,0.06648419889381779,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5066,0,1,0,0,1,0,0,-0.5998634230400659,-0.18978993929664428,0.7046194933864356,0.21427758308325995,0.8493131102416943,4.2614700741859375,0.6461430201911788,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2005,0,1,1,0,1,0,0,-0.5998634230400659,-0.18978993929664428,0.10391785654881702,-0.6923207088893222,0.9173770777512334,-0.5802266008579159,-1.6348178026313236,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9133,0,0,1,0,0,0,1,-0.5998634230400659,-1.3589971224382176,0.7646896570701974,-0.6469907942906931,1.586240979921096,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7701,1,1,1,0,0,0,0,0.8957898831479156,0.979417243844929,-1.0974854171264201,-0.8283104526852095,0.5268924475407991,-0.7218294996019538,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2219,1,1,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,1.785882439694149,0.21427758308325995,0.3255267305143086,0.6156271476816717,0.6461430201911788,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2330,0,0,1,0,0,0,0,-0.5998634230400659,-1.3589971224382176,-0.07629263450246855,0.8942263020626966,0.22778781523244523,-0.7464373204202773,-1.6348178026313236,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5464,0,1,1,0,1,0,1,0.8957898831479156,0.979417243844929,0.16398802023257888,1.3475254480489876,1.0429068171373377,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4325,0,0,1,0,1,1,0,-0.5998634230400659,-0.18978993929664428,-0.49678378028880155,-0.46567113589617665,-0.32190526493109733,2.485821529874269,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5511,1,1,1,0,1,0,1,-0.5998634230400659,-0.18978993929664428,-1.0374152534426582,-1.0322950683790406,1.150301866218133,-0.8932208130208044,-1.6348178026313236,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6676,1,1,0,1,0,0,0,0.8957898831479156,0.979417243844929,1.785882439694149,-0.6923207088893222,-1.2997654486667556,-0.05051087903189642,-1.6348178026313236,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3110,1,1,1,0,0,0,1,-0.5998634230400659,-0.18978993929664428,0.04384769286505517,-0.46567113589617665,1.2649978945127534,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6785,1,1,1,0,0,0,0,2.3914431893358974,2.1486244269865025,0.04384769286505517,0.8942263020626966,-0.2554899056311324,-0.8522077783235983,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4817,0,1,1,0,0,0,0,2.3914431893358974,2.1486244269865025,-1.517976562912753,-0.46567113589617665,-0.6162995880692411,-0.3121308687846004,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9623,0,0,1,0,1,0,0,0.8957898831479156,0.979417243844929,0.7646896570701974,-0.23902156290303114,-0.12383676432375382,0.0863431420103597,0.6461430201911788,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4900,1,0,1,0,0,0,0,-0.5998634230400659,-0.18978993929664428,-1.4579063992289913,0.21427758308325995,0.22755229977393535,-0.7645693989179896,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7893,0,0,1,0,0,0,0,0.8957898831479156,0.979417243844929,-0.7971345987076108,0.667576729069551,-0.6702326280681487,-0.33932898653116855,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3788,0,0,1,0,0,0,1,-0.5998634230400659,-1.3589971224382176,-1.2176257444939438,-0.7829805380865804,0.6691437844811504,-0.8932208130208044,0.6461430201911788,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3310,0,0,0,1,1,0,0,-0.5998634230400659,-0.18978993929664428,-1.578046726596515,-0.9189702818824678,-1.2938775622039929,0.1506688490617671,0.6461430201911788,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5241,1,0,0,0,0,0,0,-0.5998634230400659,-0.18978993929664428,0.944900148121483,-0.012371989909885592,-0.38808510877255176,0.5931779076368854,-1.6348178026313236,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3929,1,0,1,1,1,0,0,0.8957898831479156,0.979417243844929,-1.3377660718614675,0.4409271560764055,-1.1325494731242902,-0.755071643514426,0.6461430201911788,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6188,0,0,0,0,0,0,1,-0.5998634230400659,-0.18978993929664428,-0.7971345987076108,-0.5110010504948058,1.0836509914596568,-0.8932208130208044,0.6461430201911788,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
